problem000,165.48,6,6,5995579472576491,6
problem001,97.24,6,6,5999655977965180,6
problem002,181.72,6,6,5998858965385870,6
problem003,89.56,6,6,5999925529898652,6
problem004,102.28,6,6,5995373900024750,6
problem005,112.3,6,6,5999587485016607,6
problem006,108.77,6,6,5998856568617633,6
problem007,164.39,6,6,5997695363116336,6
problem008,150.47,6,6,5995880995534439,6
problem009,227.21,6,6,5995419111368001,6
problem010,168.43,6,6,5999939195683337,6
problem011,169.54,6,6,5996829353920061,6
problem012,177.79,6,6,5998305329221893,6
problem013,170.43,6,6,5997379687213282,6
problem014,135.55,6,6,5998982614713310,6
problem015,161.16,6,6,5998759952769541,6
problem016,193.03,6,6,5998811910541960,6
problem017,140.25,6,6,5996920156070377,6
problem018,229.71,6,6,5997877168047173,6
problem019,140.43,6,6,5999164463476947,6
problem020,137.83,6,6,5997949264537870,6
problem021,184.06,6,6,5999361550453372,6
problem022,167.21,6,6,5996982282880616,6
problem023,146.8,6,6,5996472651154473,6
problem024,128.01,7,7,6995260107845298,7
problem025,166.54,6,6,5995736959805867,6
problem026,161.3,6,6,5999238218044914,6
problem027,204.18,6,6,5998163405751698,6
problem028,138.93,6,6,5994397584022381,6
problem029,114.36,7,7,6998758003061036,7
problem030,123.19,6,6,5994083180116941,6
problem031,209.38,6,6,5998948486578340,6
problem032,149.91,6,6,5995531997067452,6
problem033,166.98,6,6,5999509143272576,6
problem034,155.77,6,6,5996857667971167,6
problem035,84.08,6,6,5999372140162963,6
problem036,112.49,6,6,5998650205609063,6
problem037,123.32,6,6,5994853168638445,6
problem038,116.9,6,6,5995538400993673,6
problem039,99.33,6,6,5995203835242157,6
problem040,184.56,7,7,6993066683606494,7
problem041,126.06,6,6,5999413930647410,6
problem042,156.78,6,6,5998899198891064,6
problem043,111.51,6,6,5999219708092281,6
problem044,130.76,6,6,5998764255090225,6
problem045,114.23,6,6,5997799123957519,6
problem046,132.09,6,6,5996135824385067,6
problem047,125.32,5,5,4999589274163858,5
problem048,154.18,6,6,5999132295097157,6
problem049,234.67,6,6,5996091799464960,6
problem050,176.43,6,6,5996122001749032,6
problem051,119.84,6,6,5986725661274111,6
problem052,125.64,6,6,5996373754156303,6
problem053,157.41,6,6,5994301650112544,6
problem054,158.84,6,6,5997226318907914,6
problem055,141.42,6,6,5996275919461520,6
problem056,101.42,6,6,5998890997822811,6
problem057,142.97,6,6,5995303106593804,6
problem058,120,6,6,5998794495786167,6
problem059,103.77,6,6,5999907722151627,6
problem060,208.76,6,6,5995339800857856,6
problem061,213.76,6,6,5996256677645116,6
problem062,104.67,6,6,5998238226968451,6
problem063,93.25,6,6,5997835201534742,6
problem064,162.73,6,6,5997400180869549,6
problem065,180.41,6,6,5996006000860310,6
problem066,109.76,6,6,5998951681431612,6
problem067,115.39,6,6,5998724435733975,6
problem068,152.05,6,6,5996351455422520,6
problem069,123.03,6,6,5994767432698802,6
problem070,215.56,6,6,5996905837548485,6
problem071,142.52,6,6,5998277798605566,6
problem072,187.2,6,6,5996793860998637,6
problem073,83.09,6,6,5998936961713950,6
problem074,156.93,6,6,5997169018205344,6
problem075,145.4,6,6,5996652541128001,6
problem076,203.54,6,6,5998973402883914,6
problem077,100.67,6,6,5999783696366943,6
problem078,209.92,6,6,5994444469485454,6
problem079,113.22,6,6,5997640718056395,6
problem080,155.11,6,6,5999697977585444,6
problem081,118.18,6,6,5997791332819788,6
problem082,151.01,6,6,5999163891581730,6
problem083,134.29,6,6,5999217480590486,6
problem084,165.96,6,6,5997285173397411,6
problem085,89.32,6,6,5998029209488725,6
problem086,136.6,6,6,5999620668790302,6
problem087,111.77,6,6,5994527818585583,6
problem088,232.7,6,6,5998388576529353,6
problem089,183.64,6,6,5997863845062792,6
problem090,103.89,7,7,6999748806556135,7
problem091,138.85,6,6,5997603707790549,6
problem092,167.71,6,6,5998604348464152,6
problem093,109.18,6,6,5996995526720931,6
problem094,187.91,6,6,5997636791561218,6
problem095,128.86,6,6,5998329311067795,6
problem096,107.49,6,6,5998953912539414,6
problem097,137.17,7,7,6996585198627649,7
problem098,129.32,6,6,5998189576530851,6
problem099,69.16,6,6,5999204542937149,6
