problem000,0,8,8,7976540670151808,8
problem001,0,8,8,7991686913491349,8
problem002,0,8,8,7997367457169196,8
problem003,0,8,8,7995263082576111,8
problem004,0,8,8,7997511545156662,8
problem005,0,8,8,7990142106065994,8
problem006,0,8,8,7999047049028099,8
problem007,0,8,8,7999590925040276,8
problem008,0,8,8,7992899340839123,8
problem009,0,8,8,7995506603199219,8
problem010,0,9,9,8996996184984507,9
problem011,0.01,8,8,7991100018841843,8
problem012,0,8,8,7995371974174625,8
problem013,0,8,8,7992517909411763,8
problem014,0,9,9,8993036533384102,9
problem015,0,8,8,7994767565685106,8
problem016,0,8,8,7994188091198623,8
problem017,0,9,9,8982687054902713,9
problem018,0,8,8,7997339857825352,8
problem019,0,8,8,7994152494650538,8
problem020,0,8,8,7991704423675001,8
problem021,0,8,8,7996400781545857,8
problem022,0.01,8,8,7990502897041006,8
problem023,0,8,8,7995855149894540,8
problem024,0,8,8,7991254245651932,8
problem025,0,9,9,8985342562034627,9
problem026,0,8,8,7991963380815436,8
problem027,0,8,8,7993363989467237,8
problem028,0,8,8,7998524803038525,8
problem029,0,8,8,7999609786699737,8
problem030,0,8,8,7998482387895864,8
problem031,0,8,8,7996257700839239,8
problem032,0,8,8,7999051039554280,8
problem033,0.01,9,9,8997046245714555,9
problem034,0,8,8,7999015095326325,8
problem035,0,7,7,6997256760223647,7
problem036,0,8,8,7999141273143932,8
problem037,0,8,8,7995976026556008,8
problem038,0,8,8,7995316070974505,8
problem039,0,9,9,8984594657392832,9
problem040,0,8,8,7990951596525284,8
problem041,0,8,8,7994361336293803,8
problem042,0,8,8,7998974991062514,8
problem043,0,8,8,7997517926679954,8
problem044,0,8,8,7990600992523260,8
problem045,0.01,8,8,7990610373050467,8
problem046,0,8,8,7992528039271277,8
problem047,0,8,8,7992101966216141,8
problem048,0,8,8,7993428445673388,8
problem049,0,8,8,7998250849156094,8
problem050,0,8,8,7998582180380836,8
problem051,0,8,8,7994044704405692,8
problem052,0,8,8,7999271686093952,8
problem053,0,8,8,7995135124597174,8
problem054,0,8,8,7995795577071711,8
problem055,0,7,7,6995078475456499,7
problem056,0,8,8,7992779775546272,8
problem057,0.01,8,8,7999156157820819,8
problem058,0,8,8,7994523338556777,8
problem059,0,8,8,7998193705098343,8
problem060,0,8,8,7993099588004333,8
problem061,0,8,8,7997488951166982,8
problem062,0,8,8,7998219141886061,8
problem063,0,8,8,7993109655899109,8
problem064,0,8,8,7997948797720316,8
problem065,0,8,8,7999566488194451,8
problem066,0,8,8,7993792628249656,8
problem067,0,7,7,6999235869100707,7
problem068,0,8,8,7995480334407417,8
problem069,0.01,8,8,7996896388988933,8
problem070,0,8,8,7997018215894163,8
problem071,0,9,9,8998755162829008,9
problem072,0,8,8,7991554527547359,8
problem073,0,8,8,7996575281989057,8
problem074,0,8,8,7995903207578842,8
problem075,0,8,8,7997475711486373,8
problem076,0,9,9,8992557193988518,9
problem077,0,7,7,6999696617650431,7
problem078,0.01,8,8,7996570889433217,8
problem079,0,8,8,7996749121575186,8
problem080,0,8,8,7995556215494098,8
problem081,0,9,9,8992936848202077,9
problem082,0,8,8,7992200774969642,8
problem083,0,7,7,6995363050624440,7
problem084,0,9,9,8992850780221681,9
problem085,0,8,8,7996781788576524,8
problem086,0,8,8,7997730234813133,8
problem087,0,8,8,7996937477893461,8
problem088,0,8,8,7997171769373588,8
problem089,0,8,8,7996191336358970,8
problem090,0.01,8,8,7997516231592120,8
problem091,0,8,8,7986267941269834,8
problem092,0,9,9,8998651897253369,9
problem093,0,8,8,7992167933162836,8
problem094,0,8,8,7991825747482201,8
problem095,0,8,8,7997577580685984,8
problem096,0,9,9,8995511468418130,9
problem097,0,8,8,7997274526110110,8
problem098,0,8,8,7997443929587810,8
problem099,0,9,9,8994986440168285,9
